ID,HIGH_PRICE,LOW_PRICE,SYMBOL,SMA_50,SMA_200,EMA_50,EMA_200,RSI,STOCHASTIC,MACD,CCI,WILLIAMS_R,SIGNAL
3489,80,80,ZUAS,2759.6,1258.95,2336.789634803737,2633.640481168285,44.777892826280045,99999,-147.7311769,9.935368536853336,99999,Sell
3475,80,80,ZUAS,2882.9,1434.74,2514.5720629951816,2713.83338,44.777892826280045,8782.608695652174,-384.2936282,-69.3851311,8682.608695652174,Sell
